duree_minimale_sejour,caution,frais_menage,surcout_voyageur_supp,reduction_mois,reduction_semaine,prix_nuitee,porte_chambre_verrou,extincteur,fiche_securite,kit_secours,monoxyde_carbone_detect,detecteur_fumee,espace_travail_ordi,seche_cheveux,fer_repasser,cintres,entree_24_24,salle_sport,jacuzzi,piscine,portier,interphone,cheminee_interieur,ascenseur,accessibilite,logement_fumeur,adapte_evenements,pourenfants_famille,animaux_acceptes,petit_dejeuner,television_cable,wifi,parking_sur_place,seche_linge,machine_laver,climatisation,chauffage,produits_base,television,internet,cuisine,animal_sur_place,nblits,nbchambres,nombresdb,capacite_accueil,longitude,latitude,conditions_annulation_flexibles,conditions_annulation_moderees,conditions_annulation_strictes,type_lit_canape,type_lit_canape_convertible,type_lit_multiples,type_lit_vrai_lit,type_propriete_appart_en_residence,type_propriete_appartement,type_propriete_autre,type_propriete_bed_and_breakfast,type_propriete_bungalow_cabane_dortoir_eco,type_propriete_inconnu,type_propriete_loft,type_propriete_maison,type_propriete_maison_de_ville,type_logement_chambre_partagee,type_logement_chambre_privee,type_logement_logement_entier
2,0,25,0,47,14,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,2,1,2,-0.5583505632,44.8604666882,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,500,0,0,10,0,62,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,4,-0.5776260541,44.8447079347,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,200,5,5,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,2,-0.5738009507,44.8515538145,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3,100,20,0,0,0,43,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,2,-0.5778620762,44.8527297181,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,350,15,20,0,0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,3,-0.573738418,44.8362710793,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,500,20,20,20,15,85,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,3,-0.5684186084,44.8333926314,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,500,40,15,0,0,110,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,2,2,1,6,-0.5701973266,44.8374455776,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,480,25,20,15,10,97,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,3,2,6,-0.6329392366,44.8664334639,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1000,0,0,39,15,65,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,2,2,1,3,-0.5922556752,44.8513331925,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,500,45,10,5,2,111,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,3,2,6,-0.5953412131,44.8296818567,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1500,0,0,30,0,70,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,2,-0.613589061,44.83938801,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,75,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,3,3,2,6,-0.5960101019,44.8358691413,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,300,20,0,20,10,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,2,1,4,-0.574782613,44.8384243166,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,500,55,0,0,0,150,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,2,2,1,4,-0.5696246528,44.8500329753,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,2,1,4,-0.5788625634,44.8509137528,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,300,0,10,0,16,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,4,-0.5738253617,44.8350919708,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,86,0,10,0,0,21,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,2,-0.5761929822,44.8302002155,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,300,5,0,0,15,70,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,2,-0.563970295,44.8576874339,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,10,0,0,9,55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,2,1,1,4,-0.5689575152,44.8599703165,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,400,20,0,50,25,95,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,3,-0.5809049224,44.8439174011,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,500,70,50,40,8,179,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,5,5,10,-0.5705002892,44.8548581378,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1500,0,0,30,13,135,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,4,-0.5797928207,44.8417236813,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,10,0,0,0,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,3,-0.6170887885,44.8448997655,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,400,0,0,0,0,68,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,2,-0.5794858762,44.8412608101,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,20,39,0,0,39,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,-0.5805479847,44.8452688762,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3,0,0,0,30,15,25,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,2,-0.6011888324,44.8310715597,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,5,0,24,7,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,-0.5790398809,44.823169992,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,0,0,10,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,5,-0.5509900673,44.8438755161,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,300,0,0,0,0,60,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,2,1,4,-0.6124134017,44.839461422,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,36,7,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,-0.5587188782,44.8392334799,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,15,0,40,10,73,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,4,-0.5943604604,44.8311755513,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,300,0,10,0,0,120,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,2,2,1,4,-0.5724328729,44.8550815789,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1200,30,10,0,0,96,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,5,3,1,6,-0.612560144,44.83028336,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,20,10,35,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,2,-0.577784271,44.8272078262,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,150,25,0,25,10,70,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,2,-0.5647045849,44.8349052209,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,4,-0.5712742365,44.8644828623,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,2,1,5,-0.5695585584,44.8359607459,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,600,15,10,5,0,55,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,-0.5866156229,44.8346061336,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,35,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,2,1,1,2,-0.5471462378,44.8448659101,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,400,40,0,25,15,60,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,2,-0.5795255244,44.8451395282,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,20,28,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,2,-0.5738509872,44.8194149966,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2,300,10,0,0,0,50,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,2,-0.5515873015,44.8837768744,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,500,0,0,0,0,95,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,4,-0.5759361749,44.8377732515,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,200,15,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,5,2,-0.5866470271,44.8464164602,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-0.5622646024,44.8588164821,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,0,0,0,0,0,60,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,2,-0.5939807418,44.8269079131,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,300,10,0,0,0,60,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,2,-0.5697861244,44.8545912692,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,0,20,15,0,0,42,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,2,1,5,-0.5707970269,44.8577871335,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1200,140,0,15,10,300,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,4,2,8,-0.5773221257,44.8544547186,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,500,15,15,31,14,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,2,2,1,6,-0.571324129,44.8272624649,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,500,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,4,3,2,8,-0.5766265639,44.8424604582,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,250,49,0,5,0,65,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,4,-0.5710178837,44.8401623755,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,200,30,5,32,22,62,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,2,0,1,4,-0.58569814,44.8495414192,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,200,0,0,25,15,70,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,2,-0.5779647081,44.8251067148,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,273,14,0,0,0,55,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,2,1,3,-0.5762093672,44.8560942669,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,5,0,0,0,36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,-0.5581415161,44.8633737591,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,30,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,2,1,3,-0.610115262,44.8576942789,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,500,45,0,0,22,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,2,1,5,-0.5696870856,44.8341156769,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
